K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
1,minkowski1,Majority_class,Mutual_classifier,0.9629629629629629,0.9634239532198716,0.9629629629629629,0.9629505152821215,1.6388437747955322
3,minkowski1,Majority_class,Mutual_classifier,0.9523809523809523,0.9524289554531491,0.9523809523809523,0.9523782859169372,1.6514074802398682
5,minkowski1,Majority_class,Mutual_classifier,0.9682539682539683,0.9690877024210359,0.9682539682539683,0.9682361813693056,1.628197193145752
7,minkowski1,Majority_class,Mutual_classifier,0.9576719576719577,0.9578723565724911,0.9576719576719577,0.9576648461057063,1.6269989013671875
1,minkowski1,Majority_class,Relief,0.6825396825396826,0.6863877967088977,0.6825396825396826,0.6806615366453095,8.219011306762695
3,minkowski1,Majority_class,Relief,0.671957671957672,0.6749958804971308,0.671957671957672,0.6707413352357173,7.865429162979126
5,minkowski1,Majority_class,Relief,0.7037037037037037,0.7068442958572888,0.7037037037037037,0.7024035736907023,6.838901996612549
7,minkowski1,Majority_class,Relief,0.6931216931216931,0.6931738679833704,0.6931216931216931,0.6930701342663708,6.344806909561157
1,minkowski1,Majority_class,ANOVA,0.6825396825396826,0.6863877967088977,0.6825396825396826,0.6806615366453095,1.654892921447754
3,minkowski1,Majority_class,ANOVA,0.671957671957672,0.6749958804971308,0.671957671957672,0.6707413352357173,1.625478744506836
5,minkowski1,Majority_class,ANOVA,0.7037037037037037,0.7068442958572888,0.7037037037037037,0.7024035736907023,1.635988473892212
7,minkowski1,Majority_class,ANOVA,0.6931216931216931,0.6931738679833704,0.6931216931216931,0.6930701342663708,1.6133208274841309
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9417989417989417,0.9422350136635851,0.9417989417989417,0.9417793811576194,1.9582176208496094
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9523809523809523,0.9528294834417284,0.9523809523809523,0.9523649482198705,1.7167551517486572
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9682539682539683,0.9684602961160559,0.9682539682539683,0.9682486345792798,1.653139352798462
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9576719576719577,0.9578723565724911,0.9576719576719577,0.9576648461057063,1.643660306930542
1,minkowski1,Inverse_Distance_Weights,Relief,0.6825396825396826,0.6863877967088977,0.6825396825396826,0.6806615366453095,6.373530864715576
3,minkowski1,Inverse_Distance_Weights,Relief,0.6772486772486772,0.6991660052910054,0.6772486772486772,0.668628628135822,6.332909345626831
5,minkowski1,Inverse_Distance_Weights,Relief,0.708994708994709,0.8053305978476047,0.708994708994709,0.6847038714864381,6.338988542556763
7,minkowski1,Inverse_Distance_Weights,Relief,0.708994708994709,0.8053305978476047,0.708994708994709,0.6847038714864381,6.365701675415039
1,minkowski1,Inverse_Distance_Weights,ANOVA,0.6825396825396826,0.6863877967088977,0.6825396825396826,0.6806615366453095,1.6095635890960693
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.6772486772486772,0.6991660052910054,0.6772486772486772,0.668628628135822,1.6208739280700684
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.708994708994709,0.8053305978476047,0.708994708994709,0.6847038714864381,1.6153326034545898
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.708994708994709,0.8053305978476047,0.708994708994709,0.6847038714864381,1.6174108982086182
1,minkowski1,Sheppards_Work,Mutual_classifier,0.9470899470899471,0.9478809256587035,0.9470899470899471,0.9470603022821757,1.631110429763794
3,minkowski1,Sheppards_Work,Mutual_classifier,0.9523809523809523,0.9528294834417284,0.9523809523809523,0.9523649482198705,1.6285367012023926
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9523809523809523,0.9528294834417284,0.9523809523809523,0.9523649482198705,1.6370999813079834
