K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
1,minkowski1,Majority_class,Mutual_classifier,0.9417989417989417,0.9422542860463077,0.9417989417989417,0.9417891647642187,1.6272363662719727
3,minkowski1,Majority_class,Mutual_classifier,0.9365079365079365,0.937305325060427,0.9365079365079365,0.9364866018091825,1.6262214183807373
5,minkowski1,Majority_class,Mutual_classifier,0.9417989417989417,0.9422542860463077,0.9417989417989417,0.9417891647642187,1.6369714736938477
7,minkowski1,Majority_class,Mutual_classifier,0.9523809523809523,0.9524289554531491,0.9523809523809523,0.9523782859169372,1.6271662712097168
1,minkowski1,Majority_class,Relief,0.7671957671957672,0.7932222830681357,0.7671957671957672,0.7621660461166633,6.385128736495972
3,minkowski1,Majority_class,Relief,0.8201058201058201,0.8207204737816982,0.8201058201058201,0.8200453717926837,6.375831604003906
5,minkowski1,Majority_class,Relief,0.798941798941799,0.8002187741513584,0.798941798941799,0.798772823537503,6.426777362823486
7,minkowski1,Majority_class,Relief,0.7883597883597884,0.7949898752367889,0.7883597883597884,0.7872763466822873,6.423720598220825
1,minkowski1,Majority_class,ANOVA,0.7671957671957672,0.7932222830681357,0.7671957671957672,0.7621660461166633,1.6039581298828125
3,minkowski1,Majority_class,ANOVA,0.8201058201058201,0.8207204737816982,0.8201058201058201,0.8200453717926837,1.6102476119995117
5,minkowski1,Majority_class,ANOVA,0.798941798941799,0.8002187741513584,0.798941798941799,0.798772823537503,1.620570421218872
7,minkowski1,Majority_class,ANOVA,0.7883597883597884,0.7949898752367889,0.7883597883597884,0.7872763466822873,1.617999792098999
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9365079365079365,0.9367106161461002,0.9365079365079365,0.9365043815211789,1.6483535766601562
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9470899470899471,0.9472961825112364,0.9470899470899471,0.9470869846009824,1.6405138969421387
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9470899470899471,0.9472961825112364,0.9470899470899471,0.9470869846009824,1.633760690689087
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9523809523809523,0.9524342771823175,0.9523809523809523,0.9523809523809523,1.655658483505249
1,minkowski1,Inverse_Distance_Weights,Relief,0.7671957671957672,0.7932222830681357,0.7671957671957672,0.7621660461166633,6.419520854949951
3,minkowski1,Inverse_Distance_Weights,Relief,0.746031746031746,0.8318801699083389,0.746031746031746,0.7289348141580178,6.3851447105407715
5,minkowski1,Inverse_Distance_Weights,Relief,0.7195767195767195,0.8206817118381744,0.7195767195767195,0.6961691852505676,6.383033275604248
7,minkowski1,Inverse_Distance_Weights,Relief,0.7195767195767195,0.8206817118381744,0.7195767195767195,0.6961691852505676,6.388913631439209
1,minkowski1,Inverse_Distance_Weights,ANOVA,0.7671957671957672,0.7932222830681357,0.7671957671957672,0.7621660461166633,1.619370937347412
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.746031746031746,0.8318801699083389,0.746031746031746,0.7289348141580178,1.6200718879699707
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.7195767195767195,0.8206817118381744,0.7195767195767195,0.6961691852505676,1.6054017543792725
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.7195767195767195,0.8206817118381744,0.7195767195767195,0.6961691852505676,1.6067876815795898
1,minkowski1,Sheppards_Work,Mutual_classifier,0.9312169312169312,0.9312690710227104,0.9312169312169312,0.9312169312169312,1.642709493637085
3,minkowski1,Sheppards_Work,Mutual_classifier,0.9365079365079365,0.937305325060427,0.9365079365079365,0.9364866018091825,1.6237521171569824
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9259259259259259,0.9261250497809635,0.9259259259259259,0.9259217784413754,1.6313190460205078
7,minkowski1,Sheppards_Work,Mutual_classifier,0.9417989417989417,0.9418516741025139,0.9417989417989417,0.9417989417989417,1.6519675254821777
1,minkowski1,Sheppards_Work,Relief,0.7671957671957672,0.7932222830681357,0.7671957671957672,0.7621660461166633,6.420961618423462
3,minkowski1,Sheppards_Work,Relief,0.8201058201058201,0.8207204737816982,0.8201058201058201,0.8200453717926837,6.378807544708252
5,minkowski1,Sheppards_Work,Relief,0.798941798941799,0.8002187741513584,0.798941798941799,0.798772823537503,6.377817630767822
7,minkowski1,Sheppards_Work,Relief,0.7883597883597884,0.7949898752367889,0.7883597883597884,0.7872763466822873,6.393580675125122
1,minkowski1,Sheppards_Work,ANOVA,0.7671957671957672,0.7932222830681357,0.7671957671957672,0.7621660461166633,1.6100976467132568
3,minkowski1,Sheppards_Work,ANOVA,0.8201058201058201,0.8207204737816982,0.8201058201058201,0.8200453717926837,1.6207382678985596
5,minkowski1,Sheppards_Work,ANOVA,0.798941798941799,0.8002187741513584,0.798941798941799,0.798772823537503,1.6251544952392578
7,minkowski1,Sheppards_Work,ANOVA,0.7883597883597884,0.7949898752367889,0.7883597883597884,0.7872763466822873,1.617356538772583
1,minkowski2,Majority_class,Mutual_classifier,0.9312169312169312,0.9312690710227104,0.9312169312169312,0.9312169312169312,2.7531778812408447
