K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
1,minkowski1,Majority_class,Mutual_classifier,0.9523809523809523,0.9536383092562868,0.9523809523809523,0.9523409195540343,1.6475679874420166
3,minkowski1,Majority_class,Mutual_classifier,0.9523809523809523,0.9536383092562868,0.9523809523809523,0.9523409195540343,1.6414785385131836
5,minkowski1,Majority_class,Mutual_classifier,0.9735449735449735,0.9748677248677249,0.9735449735449735,0.9735227330855746,1.6638000011444092
7,minkowski1,Majority_class,Mutual_classifier,0.9735449735449735,0.9748677248677249,0.9735449735449735,0.9735227330855746,1.6394288539886475
1,minkowski1,Majority_class,Relief,0.6772486772486772,0.684373897707231,0.6772486772486772,0.6737763660840584,6.53376579284668
3,minkowski1,Majority_class,Relief,0.7142857142857143,0.7203577203577204,0.7142857142857143,0.7120923781569525,6.452145576477051
5,minkowski1,Majority_class,Relief,0.708994708994709,0.7195179861689073,0.708994708994709,0.7051792750915831,6.444380760192871
7,minkowski1,Majority_class,Relief,0.6984126984126984,0.7156100838508472,0.6984126984126984,0.6918866658397814,6.51435661315918
1,minkowski1,Majority_class,ANOVA,0.6772486772486772,0.684373897707231,0.6772486772486772,0.6737763660840584,1.6060519218444824
3,minkowski1,Majority_class,ANOVA,0.7142857142857143,0.7203577203577204,0.7142857142857143,0.7120923781569525,1.6126399040222168
5,minkowski1,Majority_class,ANOVA,0.708994708994709,0.7195179861689073,0.708994708994709,0.7051792750915831,1.6056509017944336
7,minkowski1,Majority_class,ANOVA,0.6984126984126984,0.7156100838508472,0.6984126984126984,0.6918866658397814,1.621945858001709
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9576719576719577,0.9584843140398696,0.9576719576719577,0.9576482418257407,1.6222827434539795
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9523809523809523,0.9528294834417284,0.9523809523809523,0.9523649482198705,1.6219232082366943
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9523809523809523,0.9536383092562868,0.9523809523809523,0.9523409195540343,1.6472513675689697
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9523809523809523,0.9536383092562868,0.9523809523809523,0.9523409195540343,1.6527671813964844
1,minkowski1,Inverse_Distance_Weights,Relief,0.6772486772486772,0.684373897707231,0.6772486772486772,0.6737763660840584,6.428245782852173
3,minkowski1,Inverse_Distance_Weights,Relief,0.6931216931216931,0.7253356842722465,0.6931216931216931,0.6812224760524713,6.406338453292847
5,minkowski1,Inverse_Distance_Weights,Relief,0.7037037037037037,0.7739716000585566,0.7037037037037037,0.682788671023965,6.440094232559204
7,minkowski1,Inverse_Distance_Weights,Relief,0.708994708994709,0.8044717191058653,0.708994708994709,0.6836065930716136,6.4508607387542725
1,minkowski1,Inverse_Distance_Weights,ANOVA,0.6772486772486772,0.684373897707231,0.6772486772486772,0.6737763660840584,1.6096229553222656
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.6931216931216931,0.7253356842722465,0.6931216931216931,0.6812224760524713,1.605541706085205
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.7037037037037037,0.7739716000585566,0.7037037037037037,0.682788671023965,1.6183843612670898
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.708994708994709,0.8044717191058653,0.708994708994709,0.6836065930716136,1.6095271110534668
1,minkowski1,Sheppards_Work,Mutual_classifier,0.9576719576719577,0.9584843140398696,0.9576719576719577,0.9576482418257407,1.6427278518676758
3,minkowski1,Sheppards_Work,Mutual_classifier,0.9576719576719577,0.9578723565724911,0.9576719576719577,0.9576648461057063,1.6439905166625977
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9629629629629629,0.964253017062006,0.9629629629629629,0.9629318263198045,1.639653205871582
