K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
1,minkowski1,Majority_class,Mutual_classifier,0.9442970822281167,0.9572681959949865,0.9442970822281167,0.9507383992965213,7.09674859046936
3,minkowski1,Majority_class,Mutual_classifier,0.9708222811671088,0.9578433736648747,0.9708222811671088,0.9642891567985549,7.2679877281188965
5,minkowski1,Majority_class,Mutual_classifier,0.9734748010610079,0.9578992042440317,0.9734748010610079,0.965624197826645,7.135908842086792
7,minkowski1,Majority_class,Mutual_classifier,0.9734748010610079,0.9578992042440317,0.9734748010610079,0.965624197826645,7.082162618637085
1,minkowski1,Majority_class,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,11.084749221801758
3,minkowski1,Majority_class,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,11.084030151367188
5,minkowski1,Majority_class,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,11.083191871643066
7,minkowski1,Majority_class,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,13.538532018661499
1,minkowski1,Majority_class,ANOVA,0.9549071618037135,0.9619891132044892,0.9549071618037135,0.9583750965135461,7.773789167404175
3,minkowski1,Majority_class,ANOVA,0.9708222811671088,0.9578433736648747,0.9708222811671088,0.9642891567985549,8.283899307250977
5,minkowski1,Majority_class,ANOVA,0.9734748010610079,0.9578992042440317,0.9734748010610079,0.965624197826645,8.642735004425049
7,minkowski1,Majority_class,ANOVA,0.9734748010610079,0.9578992042440317,0.9734748010610079,0.965624197826645,7.782154560089111
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9496021220159151,0.9573857459668652,0.9496021220159151,0.9534780490445514,6.862798452377319
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9681697612732095,0.9638489898737134,0.9681697612732095,0.965939186628842,6.800355434417725
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9734748010610079,0.9578992042440317,0.9734748010610079,0.965624197826645,6.815777540206909
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9734748010610079,0.9657163581541874,0.9734748010610079,0.9691254310642728,6.815812349319458
1,minkowski1,Inverse_Distance_Weights,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,10.861119270324707
3,minkowski1,Inverse_Distance_Weights,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,10.70848798751831
5,minkowski1,Inverse_Distance_Weights,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,10.679001569747925
7,minkowski1,Inverse_Distance_Weights,Relief,0.9787798408488063,0.9580099768520147,0.9787798408488063,0.968283542287425,10.694292783737183
1,minkowski1,Inverse_Distance_Weights,ANOVA,0.9549071618037135,0.9619891132044892,0.9549071618037135,0.9583750965135461,7.769507884979248
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.9681697612732095,0.9577872437260437,0.9681697612732095,0.9629505172771275,7.598471403121948
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.9681697612732095,0.9577872437260437,0.9681697612732095,0.9629505172771275,6.4124579429626465
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.9708222811671088,0.9578433736648747,0.9708222811671088,0.9642891567985549,6.3470916748046875
1,minkowski1,Sheppards_Work,Mutual_classifier,0.946949602122016,0.9614210241169489,0.946949602122016,0.9539663276237612,6.816041707992554
