K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
1,minkowski1,Majority_class,Mutual_classifier,0.9442970822281167,0.9380472551755762,0.9442970822281167,0.9410695222189476,7.176671266555786
3,minkowski1,Majority_class,Mutual_classifier,0.9628647214854111,0.9504554796225315,0.9628647214854111,0.95280164404977,7.217616558074951
5,minkowski1,Majority_class,Mutual_classifier,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,7.173305988311768
7,minkowski1,Majority_class,Mutual_classifier,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,7.183551073074341
1,minkowski1,Majority_class,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.456332206726074
3,minkowski1,Majority_class,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.392820119857788
5,minkowski1,Majority_class,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.253785371780396
7,minkowski1,Majority_class,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.266476392745972
1,minkowski1,Majority_class,ANOVA,0.9363395225464191,0.9404882179621887,0.9363395225464191,0.9383736096252766,6.634852886199951
3,minkowski1,Majority_class,ANOVA,0.9628647214854111,0.9504554796225315,0.9628647214854111,0.95280164404977,6.660399675369263
5,minkowski1,Majority_class,ANOVA,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,6.694228172302246
7,minkowski1,Majority_class,ANOVA,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,6.7643983364105225
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9549071618037135,0.9464618652212355,0.9549071618037135,0.9501599826204966,7.258463144302368
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9549071618037135,0.9422467560398595,0.9549071618037135,0.9476070024595217,7.228313684463501
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9628647214854111,0.9504554796225315,0.9628647214854111,0.95280164404977,7.551501035690308
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9655172413793104,0.9667094644167278,0.9655172413793104,0.9508780116031295,7.247032403945923
1,minkowski1,Inverse_Distance_Weights,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.206356525421143
3,minkowski1,Inverse_Distance_Weights,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.191249132156372
5,minkowski1,Inverse_Distance_Weights,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.429404258728027
7,minkowski1,Inverse_Distance_Weights,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.208203077316284
1,minkowski1,Inverse_Distance_Weights,ANOVA,0.9363395225464191,0.9404882179621887,0.9363395225464191,0.9383736096252766,6.66255521774292
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.9549071618037135,0.9422467560398595,0.9549071618037135,0.9476070024595217,6.8572893142700195
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.9655172413793104,0.9567275185936444,0.9655172413793104,0.9546183887862917,6.627778053283691
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,6.608686447143555
1,minkowski1,Sheppards_Work,Mutual_classifier,0.9283819628647215,0.9351380870650646,0.9283819628647215,0.9316987666190791,7.182844161987305
3,minkowski1,Sheppards_Work,Mutual_classifier,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,7.155817270278931
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,7.217184066772461
7,minkowski1,Sheppards_Work,Mutual_classifier,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,7.232935428619385
1,minkowski1,Sheppards_Work,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.209535121917725
3,minkowski1,Sheppards_Work,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.3236985206604
5,minkowski1,Sheppards_Work,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.293311357498169
7,minkowski1,Sheppards_Work,Relief,0.9628647214854111,0.9271084718811784,0.9628647214854111,0.9446483618897412,11.350647926330566
1,minkowski1,Sheppards_Work,ANOVA,0.9363395225464191,0.9404882179621887,0.9363395225464191,0.9383736096252766,6.7682859897613525
3,minkowski1,Sheppards_Work,ANOVA,0.9628647214854111,0.9504554796225315,0.9628647214854111,0.95280164404977,6.648774862289429
5,minkowski1,Sheppards_Work,ANOVA,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,6.63431978225708
7,minkowski1,Sheppards_Work,ANOVA,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,6.702563285827637
1,minkowski2,Majority_class,Mutual_classifier,0.9336870026525199,0.9358979243909706,0.9336870026525199,0.9347845970913747,15.258509874343872
3,minkowski2,Majority_class,Mutual_classifier,0.9655172413793104,0.9667094644167278,0.9655172413793104,0.9508780116031295,12.389553546905518
5,minkowski2,Majority_class,Mutual_classifier,0.9655172413793104,0.9667094644167278,0.9655172413793104,0.9508780116031295,12.39132809638977
7,minkowski2,Majority_class,Mutual_classifier,0.9681697612732095,0.9691883289124669,0.9681697612732095,0.9564922041793363,12.230991840362549
