K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
1,minkowski1,Majority_class,Mutual_classifier,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579,1.640247106552124
3,minkowski1,Majority_class,Mutual_classifier,0.9578947368421052,0.9581070362075401,0.9578947368421052,0.9578947368421052,1.6591856479644775
5,minkowski1,Majority_class,Mutual_classifier,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579,1.6380503177642822
7,minkowski1,Majority_class,Mutual_classifier,0.9789473684210527,0.9798066595059076,0.9789473684210527,0.9789427025009332,1.6527454853057861
1,minkowski1,Majority_class,Relief,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,6.407791376113892
3,minkowski1,Majority_class,Relief,0.7368421052631579,0.738301478203559,0.7368421052631579,0.7362573099415205,6.415715217590332
5,minkowski1,Majority_class,Relief,0.7421052631578947,0.7496428117760209,0.7421052631578947,0.7397744760625647,6.396456241607666
7,minkowski1,Majority_class,Relief,0.7263157894736842,0.7438994061817996,0.7263157894736842,0.7206740943422095,6.3813722133636475
1,minkowski1,Majority_class,ANOVA,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,1.6114966869354248
3,minkowski1,Majority_class,ANOVA,0.7368421052631579,0.738301478203559,0.7368421052631579,0.7362573099415205,1.6049997806549072
5,minkowski1,Majority_class,ANOVA,0.7421052631578947,0.7496428117760209,0.7421052631578947,0.7397744760625647,1.6194076538085938
7,minkowski1,Majority_class,ANOVA,0.7263157894736842,0.7438994061817996,0.7263157894736842,0.7206740943422095,1.6241140365600586
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.968421052631579,0.9686356849570736,0.968421052631579,0.968421052631579,1.6395084857940674
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.968421052631579,0.9686356849570736,0.968421052631579,0.968421052631579,1.6671860218048096
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579,1.6728487014770508
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9631578947368421,0.9636322265590814,0.9631578947368421,0.9631548329812314,1.6488597393035889
1,minkowski1,Inverse_Distance_Weights,Relief,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,6.4071855545043945
3,minkowski1,Inverse_Distance_Weights,Relief,0.7052631578947368,0.7920883289304341,0.7052631578947368,0.6803227934832259,6.384567022323608
5,minkowski1,Inverse_Distance_Weights,Relief,0.6947368421052632,0.8097060833902938,0.6947368421052632,0.6620502024291498,6.446965456008911
7,minkowski1,Inverse_Distance_Weights,Relief,0.6947368421052632,0.8097060833902938,0.6947368421052632,0.6620502024291498,6.397433280944824
1,minkowski1,Inverse_Distance_Weights,ANOVA,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,1.6336560249328613
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.7052631578947368,0.7920883289304341,0.7052631578947368,0.6803227934832259,1.6131720542907715
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.6947368421052632,0.8097060833902938,0.6947368421052632,0.6620502024291498,1.6456754207611084
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.6947368421052632,0.8097060833902938,0.6947368421052632,0.6620502024291498,1.6450457572937012
1,minkowski1,Sheppards_Work,Mutual_classifier,0.9736842105263158,0.9737396121883657,0.9736842105263158,0.9736849395157468,1.7226495742797852
3,minkowski1,Sheppards_Work,Mutual_classifier,0.968421052631579,0.9686356849570736,0.968421052631579,0.968421052631579,1.6662094593048096
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9578947368421052,0.9578947368421052,0.9578947368421052,0.9578947368421052,1.663999319076538
7,minkowski1,Sheppards_Work,Mutual_classifier,0.9789473684210527,0.9798066595059076,0.9789473684210527,0.9789427025009332,1.6497843265533447
1,minkowski1,Sheppards_Work,Relief,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,6.4101855754852295
3,minkowski1,Sheppards_Work,Relief,0.7368421052631579,0.738301478203559,0.7368421052631579,0.7362573099415205,6.414139270782471
5,minkowski1,Sheppards_Work,Relief,0.7421052631578947,0.7496428117760209,0.7421052631578947,0.7397744760625647,6.39578914642334
7,minkowski1,Sheppards_Work,Relief,0.7263157894736842,0.7438994061817996,0.7263157894736842,0.7206740943422095,6.4526426792144775
1,minkowski1,Sheppards_Work,ANOVA,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,1.612640142440796
3,minkowski1,Sheppards_Work,ANOVA,0.7368421052631579,0.738301478203559,0.7368421052631579,0.7362573099415205,1.639005184173584
5,minkowski1,Sheppards_Work,ANOVA,0.7421052631578947,0.7496428117760209,0.7421052631578947,0.7397744760625647,1.6252620220184326
7,minkowski1,Sheppards_Work,ANOVA,0.7263157894736842,0.7438994061817996,0.7263157894736842,0.7206740943422095,1.7082796096801758
1,minkowski2,Majority_class,Mutual_classifier,0.9789473684210527,0.9789473684210527,0.9789473684210527,0.9789473684210527,2.7718307971954346
3,minkowski2,Majority_class,Mutual_classifier,0.9631578947368421,0.9636322265590814,0.9631578947368421,0.9631548329812314,2.753734827041626
5,minkowski2,Majority_class,Mutual_classifier,0.968421052631579,0.9692663335357027,0.968421052631579,0.9684140537513997,2.7770142555236816
7,minkowski2,Majority_class,Mutual_classifier,0.968421052631579,0.968421052631579,0.968421052631579,0.968421052631579,2.779984712600708
1,minkowski2,Majority_class,Relief,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,7.563554286956787
3,minkowski2,Majority_class,Relief,0.7368421052631579,0.738301478203559,0.7368421052631579,0.7362573099415205,7.568739175796509
5,minkowski2,Majority_class,Relief,0.7421052631578947,0.7496428117760209,0.7421052631578947,0.7397744760625647,7.506031513214111
7,minkowski2,Majority_class,Relief,0.7263157894736842,0.7438994061817996,0.7263157894736842,0.7206740943422095,7.4999566078186035
1,minkowski2,Majority_class,ANOVA,0.7263157894736842,0.7410526315789474,0.7263157894736842,0.7214947938953075,2.716262102127075
