K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,7.3881590366363525,0.9417989417989417,0.9752066115702479,0.9645776566757494,0.9698630136986301,0.13333333333333333,0.18181818181818182,0.15384615384615385
3,minkowski1,Majority_class,Mutual_classifier,7.372945070266724,0.9603174603174603,0.9705882352941176,0.989100817438692,0.979757085020243,0.0,0.0,0.0
5,minkowski1,Majority_class,Mutual_classifier,7.332451820373535,0.9656084656084656,0.9732620320855615,0.9918256130790191,0.9824561403508771,0.25,0.09090909090909091,0.13333333333333333
7,minkowski1,Majority_class,Mutual_classifier,7.3473289012908936,0.9656084656084656,0.9707446808510638,0.9945504087193461,0.9825033647375505,0.0,0.0,0.0
1,minkowski1,Majority_class,Relief,11.051148414611816,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
3,minkowski1,Majority_class,Relief,11.039497137069702,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
5,minkowski1,Majority_class,Relief,10.982459306716919,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
7,minkowski1,Majority_class,Relief,10.939278602600098,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
1,minkowski1,Majority_class,ANOVA,6.731626272201538,0.9365079365079365,0.9724517906336089,0.9618528610354223,0.9671232876712329,0.06666666666666667,0.09090909090909091,0.07692307692307693
3,minkowski1,Majority_class,ANOVA,6.75226354598999,0.9523809523809523,0.9703504043126685,0.9809264305177112,0.975609756097561,0.0,0.0,0.0
5,minkowski1,Majority_class,ANOVA,6.740641832351685,0.9629629629629629,0.9706666666666667,0.9918256130790191,0.9811320754716981,0.0,0.0,0.0
7,minkowski1,Majority_class,ANOVA,6.7904205322265625,0.9656084656084656,0.9707446808510638,0.9945504087193461,0.9825033647375505,0.0,0.0,0.0
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.453026533126831,0.9576719576719577,0.9730458221024259,0.9836512261580381,0.978319783197832,0.14285714285714285,0.09090909090909091,0.1111111111111111
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.440528869628906,0.955026455026455,0.972972972972973,0.9809264305177112,0.9769335142469471,0.125,0.09090909090909091,0.10526315789473684
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.388465642929077,0.9576719576719577,0.9705093833780161,0.9863760217983651,0.9783783783783784,0.0,0.0,0.0
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.468367099761963,0.9656084656084656,0.9707446808510638,0.9945504087193461,0.9825033647375505,0.0,0.0,0.0
1,minkowski1,Inverse_Distance_Weights,Relief,11.023716926574707,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
3,minkowski1,Inverse_Distance_Weights,Relief,11.023736000061035,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
5,minkowski1,Inverse_Distance_Weights,Relief,11.067425727844238,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
7,minkowski1,Inverse_Distance_Weights,Relief,11.08550763130188,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
1,minkowski1,Inverse_Distance_Weights,ANOVA,6.812244415283203,0.9365079365079365,0.9724517906336089,0.9618528610354223,0.9671232876712329,0.06666666666666667,0.09090909090909091,0.07692307692307693
3,minkowski1,Inverse_Distance_Weights,ANOVA,6.84976601600647,0.9497354497354498,0.9702702702702702,0.9782016348773842,0.9742198100407056,0.0,0.0,0.0
5,minkowski1,Inverse_Distance_Weights,ANOVA,6.799431562423706,0.9603174603174603,0.9705882352941176,0.989100817438692,0.979757085020243,0.0,0.0,0.0
7,minkowski1,Inverse_Distance_Weights,ANOVA,6.784986734390259,0.9629629629629629,0.9706666666666667,0.9918256130790191,0.9811320754716981,0.0,0.0,0.0
1,minkowski1,Sheppards_Work,Mutual_classifier,7.384269952774048,0.9312169312169312,0.9722991689750693,0.9564032697547684,0.9642857142857143,0.058823529411764705,0.09090909090909091,0.07142857142857142
3,minkowski1,Sheppards_Work,Mutual_classifier,7.352845668792725,0.9629629629629629,0.9731903485254692,0.989100817438692,0.981081081081081,0.2,0.09090909090909091,0.125
5,minkowski1,Sheppards_Work,Mutual_classifier,7.38970422744751,0.9656084656084656,0.9707446808510638,0.9945504087193461,0.9825033647375505,0.0,0.0,0.0
7,minkowski1,Sheppards_Work,Mutual_classifier,7.553005933761597,0.9603174603174603,0.9705882352941176,0.989100817438692,0.979757085020243,0.0,0.0,0.0
1,minkowski1,Sheppards_Work,Relief,10.996937036514282,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
3,minkowski1,Sheppards_Work,Relief,11.032807350158691,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
5,minkowski1,Sheppards_Work,Relief,10.959072589874268,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
7,minkowski1,Sheppards_Work,Relief,11.121697902679443,0.9708994708994709,0.9708994708994709,1.0,0.9852348993288591,0.0,0.0,0.0
1,minkowski1,Sheppards_Work,ANOVA,6.895826816558838,0.9365079365079365,0.9724517906336089,0.9618528610354223,0.9671232876712329,0.06666666666666667,0.09090909090909091,0.07692307692307693
