K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,1.7798199653625488,0.9521276595744681,0.9473684210526315,0.9574468085106383,0.9523809523809523,0.956989247311828,0.9468085106382979,0.9518716577540107
3,minkowski1,Majority_class,Mutual_classifier,1.8487896919250488,0.9361702127659575,0.9183673469387755,0.9574468085106383,0.9375,0.9555555555555556,0.9148936170212766,0.9347826086956522
5,minkowski1,Majority_class,Mutual_classifier,1.8912174701690674,0.9414893617021277,0.9191919191919192,0.9680851063829787,0.9430051813471503,0.9662921348314607,0.9148936170212766,0.9398907103825137
7,minkowski1,Majority_class,Mutual_classifier,1.7922170162200928,0.9521276595744681,0.9207920792079208,0.9893617021276596,0.9538461538461539,0.9885057471264368,0.9148936170212766,0.9502762430939227
1,minkowski1,Majority_class,Relief,6.286635160446167,0.675531914893617,0.6701030927835051,0.6914893617021277,0.680628272251309,0.6813186813186813,0.6595744680851063,0.6702702702702703
3,minkowski1,Majority_class,Relief,6.337465286254883,0.7074468085106383,0.7241379310344828,0.6702127659574468,0.6961325966850829,0.693069306930693,0.7446808510638298,0.717948717948718
5,minkowski1,Majority_class,Relief,6.507028818130493,0.6861702127659575,0.6804123711340206,0.7021276595744681,0.6910994764397905,0.6923076923076923,0.6702127659574468,0.6810810810810811
7,minkowski1,Majority_class,Relief,6.2842302322387695,0.6968085106382979,0.6868686868686869,0.723404255319149,0.7046632124352331,0.7078651685393258,0.6702127659574468,0.6885245901639344
1,minkowski1,Majority_class,ANOVA,1.7356035709381104,0.675531914893617,0.6701030927835051,0.6914893617021277,0.680628272251309,0.6813186813186813,0.6595744680851063,0.6702702702702703
3,minkowski1,Majority_class,ANOVA,1.8047816753387451,0.7074468085106383,0.7241379310344828,0.6702127659574468,0.6961325966850829,0.693069306930693,0.7446808510638298,0.717948717948718
5,minkowski1,Majority_class,ANOVA,1.811856746673584,0.6861702127659575,0.6804123711340206,0.7021276595744681,0.6910994764397905,0.6923076923076923,0.6702127659574468,0.6810810810810811
7,minkowski1,Majority_class,ANOVA,1.7651901245117188,0.6968085106382979,0.6868686868686869,0.723404255319149,0.7046632124352331,0.7078651685393258,0.6702127659574468,0.6885245901639344
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.8010425567626953,0.9414893617021277,0.9191919191919192,0.9680851063829787,0.9430051813471503,0.9662921348314607,0.9148936170212766,0.9398907103825137
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.7987315654754639,0.9414893617021277,0.9278350515463918,0.9574468085106383,0.9424083769633508,0.9560439560439561,0.925531914893617,0.9405405405405406
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.7539350986480713,0.9414893617021277,0.9278350515463918,0.9574468085106383,0.9424083769633508,0.9560439560439561,0.925531914893617,0.9405405405405406
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.8255674839019775,0.9521276595744681,0.9381443298969072,0.9680851063829787,0.9528795811518325,0.967032967032967,0.9361702127659575,0.9513513513513514
1,minkowski1,Inverse_Distance_Weights,Relief,6.332318544387817,0.675531914893617,0.6701030927835051,0.6914893617021277,0.680628272251309,0.6813186813186813,0.6595744680851063,0.6702702702702703
3,minkowski1,Inverse_Distance_Weights,Relief,6.305060386657715,0.6861702127659575,0.631578947368421,0.8936170212765957,0.7400881057268722,0.8181818181818182,0.4787234042553192,0.6040268456375839
5,minkowski1,Inverse_Distance_Weights,Relief,6.2306554317474365,0.6702127659574468,0.6111111111111112,0.9361702127659575,0.7394957983193278,0.8636363636363636,0.40425531914893614,0.5507246376811594
7,minkowski1,Inverse_Distance_Weights,Relief,6.343559265136719,0.6702127659574468,0.6025641025641025,1.0,0.752,1.0,0.3404255319148936,0.5079365079365079
1,minkowski1,Inverse_Distance_Weights,ANOVA,1.775238037109375,0.675531914893617,0.6701030927835051,0.6914893617021277,0.680628272251309,0.6813186813186813,0.6595744680851063,0.6702702702702703
3,minkowski1,Inverse_Distance_Weights,ANOVA,1.7714059352874756,0.6861702127659575,0.631578947368421,0.8936170212765957,0.7400881057268722,0.8181818181818182,0.4787234042553192,0.6040268456375839
5,minkowski1,Inverse_Distance_Weights,ANOVA,1.757413387298584,0.6702127659574468,0.6111111111111112,0.9361702127659575,0.7394957983193278,0.8636363636363636,0.40425531914893614,0.5507246376811594
7,minkowski1,Inverse_Distance_Weights,ANOVA,1.7612075805664062,0.6702127659574468,0.6025641025641025,1.0,0.752,1.0,0.3404255319148936,0.5079365079365079
