K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,1.9926152229309082,0.968421052631579,0.96875,0.96875,0.96875,0.9680851063829787,0.9680851063829787,0.9680851063829787
3,minkowski1,Majority_class,Mutual_classifier,2.3265018463134766,0.9631578947368421,0.978494623655914,0.9479166666666666,0.9629629629629629,0.9484536082474226,0.9787234042553191,0.9633507853403142
5,minkowski1,Majority_class,Mutual_classifier,1.9386310577392578,0.9473684210526315,0.9574468085106383,0.9375,0.9473684210526315,0.9375,0.9574468085106383,0.9473684210526315
7,minkowski1,Majority_class,Mutual_classifier,1.8166017532348633,0.9736842105263158,0.989247311827957,0.9583333333333334,0.9735449735449735,0.9587628865979382,0.9893617021276596,0.9738219895287958
1,minkowski1,Majority_class,Relief,6.6280837059021,0.7263157894736842,0.6833333333333333,0.8541666666666666,0.7592592592592593,0.8,0.5957446808510638,0.6829268292682927
3,minkowski1,Majority_class,Relief,7.001159906387329,0.7368421052631579,0.7211538461538461,0.78125,0.75,0.7558139534883721,0.6914893617021277,0.7222222222222222
5,minkowski1,Majority_class,Relief,6.956130027770996,0.7421052631578947,0.7079646017699115,0.8333333333333334,0.7655502392344498,0.7922077922077922,0.648936170212766,0.7134502923976608
7,minkowski1,Majority_class,Relief,6.967901229858398,0.7263157894736842,0.680327868852459,0.8645833333333334,0.7614678899082569,0.8088235294117647,0.5851063829787234,0.6790123456790124
1,minkowski1,Majority_class,ANOVA,2.4127261638641357,0.7263157894736842,0.6833333333333333,0.8541666666666666,0.7592592592592593,0.8,0.5957446808510638,0.6829268292682927
3,minkowski1,Majority_class,ANOVA,2.2597362995147705,0.7368421052631579,0.7211538461538461,0.78125,0.75,0.7558139534883721,0.6914893617021277,0.7222222222222222
5,minkowski1,Majority_class,ANOVA,2.0747411251068115,0.7421052631578947,0.7079646017699115,0.8333333333333334,0.7655502392344498,0.7922077922077922,0.648936170212766,0.7134502923976608
7,minkowski1,Majority_class,ANOVA,1.9772889614105225,0.7263157894736842,0.680327868852459,0.8645833333333334,0.7614678899082569,0.8088235294117647,0.5851063829787234,0.6790123456790124
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.090386390686035,0.968421052631579,0.96875,0.96875,0.96875,0.9680851063829787,0.9680851063829787,0.9680851063829787
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.1500582695007324,0.9736842105263158,0.9789473684210527,0.96875,0.9738219895287958,0.968421052631579,0.9787234042553191,0.9735449735449735
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.0433597564697266,0.968421052631579,0.9787234042553191,0.9583333333333334,0.968421052631579,0.9583333333333334,0.9787234042553191,0.968421052631579
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.1261463165283203,0.9526315789473684,0.967741935483871,0.9375,0.9523809523809523,0.9381443298969072,0.9680851063829787,0.9528795811518325
1,minkowski1,Inverse_Distance_Weights,Relief,7.3325042724609375,0.7263157894736842,0.6833333333333333,0.8541666666666666,0.7592592592592593,0.8,0.5957446808510638,0.6829268292682927
3,minkowski1,Inverse_Distance_Weights,Relief,6.72453761100769,0.7052631578947368,0.6351351351351351,0.9791666666666666,0.7704918032786885,0.9523809523809523,0.425531914893617,0.5882352941176471
