K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,1.9005401134490967,0.9470899470899471,0.9666666666666667,0.925531914893617,0.9456521739130435,0.9292929292929293,0.968421052631579,0.9484536082474226
3,minkowski1,Majority_class,Mutual_classifier,1.9983878135681152,0.9576719576719577,0.9777777777777777,0.9361702127659575,0.9565217391304348,0.9393939393939394,0.9789473684210527,0.9587628865979382
5,minkowski1,Majority_class,Mutual_classifier,2.1563873291015625,0.9629629629629629,0.978021978021978,0.9468085106382979,0.9621621621621622,0.9489795918367347,0.9789473684210527,0.9637305699481865
7,minkowski1,Majority_class,Mutual_classifier,2.11021089553833,0.9576719576719577,0.967391304347826,0.9468085106382979,0.956989247311828,0.9484536082474226,0.968421052631579,0.9583333333333334
1,minkowski1,Majority_class,Relief,8.89846658706665,0.6825396825396826,0.7125,0.6063829787234043,0.6551724137931034,0.6605504587155964,0.7578947368421053,0.7058823529411765
3,minkowski1,Majority_class,Relief,8.148034572601318,0.671957671957672,0.6509433962264151,0.7340425531914894,0.69,0.6987951807228916,0.6105263157894737,0.651685393258427
5,minkowski1,Majority_class,Relief,7.063728332519531,0.7037037037037037,0.7317073170731707,0.6382978723404256,0.6818181818181818,0.6822429906542056,0.7684210526315789,0.7227722772277227
7,minkowski1,Majority_class,Relief,6.951984405517578,0.6931216931216931,0.6956521739130435,0.6808510638297872,0.6881720430107527,0.6907216494845361,0.7052631578947368,0.6979166666666666
1,minkowski1,Majority_class,ANOVA,2.323897123336792,0.6825396825396826,0.7125,0.6063829787234043,0.6551724137931034,0.6605504587155964,0.7578947368421053,0.7058823529411765
3,minkowski1,Majority_class,ANOVA,2.3501224517822266,0.671957671957672,0.6509433962264151,0.7340425531914894,0.69,0.6987951807228916,0.6105263157894737,0.651685393258427
5,minkowski1,Majority_class,ANOVA,2.806156635284424,0.7037037037037037,0.7317073170731707,0.6382978723404256,0.6818181818181818,0.6822429906542056,0.7684210526315789,0.7227722772277227
7,minkowski1,Majority_class,ANOVA,1.9833481311798096,0.6931216931216931,0.6956521739130435,0.6808510638297872,0.6881720430107527,0.6907216494845361,0.7052631578947368,0.6979166666666666
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.948122501373291,0.9417989417989417,0.9560439560439561,0.925531914893617,0.9405405405405406,0.9285714285714286,0.9578947368421052,0.9430051813471503
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.0223031044006348,0.9576719576719577,0.967391304347826,0.9468085106382979,0.956989247311828,0.9484536082474226,0.968421052631579,0.9583333333333334
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.040170431137085,0.9629629629629629,0.967741935483871,0.9574468085106383,0.9625668449197861,0.9583333333333334,0.968421052631579,0.9633507853403142
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.0749080181121826,0.9576719576719577,0.967391304347826,0.9468085106382979,0.956989247311828,0.9484536082474226,0.968421052631579,0.9583333333333334
1,minkowski1,Inverse_Distance_Weights,Relief,7.555233955383301,0.6825396825396826,0.7125,0.6063829787234043,0.6551724137931034,0.6605504587155964,0.7578947368421053,0.7058823529411765
3,minkowski1,Inverse_Distance_Weights,Relief,8.76010274887085,0.6772486772486772,0.632,0.8404255319148937,0.7214611872146118,0.765625,0.5157894736842106,0.6163522012578616
5,minkowski1,Inverse_Distance_Weights,Relief,8.474321126937866,0.708994708994709,0.6326530612244898,0.9893617021276596,0.7717842323651453,0.9761904761904762,0.43157894736842106,0.5985401459854015
7,minkowski1,Inverse_Distance_Weights,Relief,7.366179943084717,0.708994708994709,0.6326530612244898,0.9893617021276596,0.7717842323651453,0.9761904761904762,0.43157894736842106,0.5985401459854015
1,minkowski1,Inverse_Distance_Weights,ANOVA,1.917907953262329,0.6825396825396826,0.7125,0.6063829787234043,0.6551724137931034,0.6605504587155964,0.7578947368421053,0.7058823529411765
3,minkowski1,Inverse_Distance_Weights,ANOVA,2.2610549926757812,0.6772486772486772,0.632,0.8404255319148937,0.7214611872146118,0.765625,0.5157894736842106,0.6163522012578616
5,minkowski1,Inverse_Distance_Weights,ANOVA,2.163731336593628,0.708994708994709,0.6326530612244898,0.9893617021276596,0.7717842323651453,0.9761904761904762,0.43157894736842106,0.5985401459854015
7,minkowski1,Inverse_Distance_Weights,ANOVA,1.992377758026123,0.708994708994709,0.6326530612244898,0.9893617021276596,0.7717842323651453,0.9761904761904762,0.43157894736842106,0.5985401459854015
1,minkowski1,Sheppards_Work,Mutual_classifier,1.949688196182251,0.9523809523809523,0.9775280898876404,0.925531914893617,0.9508196721311475,0.93,0.9789473684210527,0.9538461538461539
3,minkowski1,Sheppards_Work,Mutual_classifier,1.9301338195800781,0.9576719576719577,0.967391304347826,0.9468085106382979,0.956989247311828,0.9484536082474226,0.968421052631579,0.9583333333333334
5,minkowski1,Sheppards_Work,Mutual_classifier,2.03932785987854,0.9576719576719577,0.967391304347826,0.9468085106382979,0.956989247311828,0.9484536082474226,0.968421052631579,0.9583333333333334
7,minkowski1,Sheppards_Work,Mutual_classifier,2.0278422832489014,0.9523809523809523,0.967032967032967,0.9361702127659575,0.9513513513513514,0.9387755102040817,0.968421052631579,0.9533678756476683
1,minkowski1,Sheppards_Work,Relief,7.0684654712677,0.6825396825396826,0.7125,0.6063829787234043,0.6551724137931034,0.6605504587155964,0.7578947368421053,0.7058823529411765
3,minkowski1,Sheppards_Work,Relief,7.0229716300964355,0.671957671957672,0.6509433962264151,0.7340425531914894,0.69,0.6987951807228916,0.6105263157894737,0.651685393258427
5,minkowski1,Sheppards_Work,Relief,7.363696336746216,0.7037037037037037,0.7317073170731707,0.6382978723404256,0.6818181818181818,0.6822429906542056,0.7684210526315789,0.7227722772277227
7,minkowski1,Sheppards_Work,Relief,7.50398850440979,0.6931216931216931,0.6956521739130435,0.6808510638297872,0.6881720430107527,0.6907216494845361,0.7052631578947368,0.6979166666666666
1,minkowski1,Sheppards_Work,ANOVA,2.051466941833496,0.6825396825396826,0.7125,0.6063829787234043,0.6551724137931034,0.6605504587155964,0.7578947368421053,0.7058823529411765
