K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,7.324531316757202,0.9442970822281167,0.9642857142857143,0.9777158774373259,0.970954356846473,0.38461538461538464,0.2777777777777778,0.3225806451612903
3,minkowski1,Majority_class,Mutual_classifier,7.382599830627441,0.9522546419098143,0.962059620596206,0.9888579387186629,0.9752747252747253,0.5,0.2222222222222222,0.3076923076923077
5,minkowski1,Majority_class,Mutual_classifier,7.292618274688721,0.9575596816976127,0.9573333333333334,1.0,0.9782016348773842,1.0,0.1111111111111111,0.2
7,minkowski1,Majority_class,Mutual_classifier,7.426547527313232,0.9575596816976127,0.9573333333333334,1.0,0.9782016348773842,1.0,0.1111111111111111,0.2
1,minkowski1,Majority_class,Relief,10.947665691375732,0.9522546419098143,0.9522546419098143,1.0,0.9755434782608695,0.0,0.0,0.0
3,minkowski1,Majority_class,Relief,10.949382305145264,0.9522546419098143,0.9522546419098143,1.0,0.9755434782608695,0.0,0.0,0.0
5,minkowski1,Majority_class,Relief,10.9791841506958,0.9522546419098143,0.9522546419098143,1.0,0.9755434782608695,0.0,0.0,0.0
7,minkowski1,Majority_class,Relief,10.914872884750366,0.9522546419098143,0.9522546419098143,1.0,0.9755434782608695,0.0,0.0,0.0
1,minkowski1,Majority_class,ANOVA,6.7524518966674805,0.9283819628647215,0.9585635359116023,0.9665738161559888,0.9625520110957004,0.2,0.16666666666666666,0.18181818181818182
3,minkowski1,Majority_class,ANOVA,6.806974172592163,0.9389920424403183,0.9565217391304348,0.9805013927576601,0.9683631361760661,0.2222222222222222,0.1111111111111111,0.14814814814814814
5,minkowski1,Majority_class,ANOVA,6.860064506530762,0.9549071618037135,0.9572192513368984,0.9972144846796658,0.9768076398362893,0.6666666666666666,0.1111111111111111,0.19047619047619047
7,minkowski1,Majority_class,ANOVA,6.8142077922821045,0.9575596816976127,0.9573333333333334,1.0,0.9782016348773842,1.0,0.1111111111111111,0.2
