K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,2.214690923690796,0.9735449735449735,0.9587628865979382,0.9893617021276596,0.9738219895287958,0.9891304347826086,0.9578947368421052,0.9732620320855615
3,minkowski1,Majority_class,Mutual_classifier,2.081395149230957,0.9788359788359788,0.96875,0.9893617021276596,0.9789473684210527,0.989247311827957,0.968421052631579,0.9787234042553191
5,minkowski1,Majority_class,Mutual_classifier,2.094036340713501,0.9841269841269841,0.9789473684210527,0.9893617021276596,0.9841269841269841,0.9893617021276596,0.9789473684210527,0.9841269841269841
7,minkowski1,Majority_class,Mutual_classifier,1.948368787765503,0.9841269841269841,0.9789473684210527,0.9893617021276596,0.9841269841269841,0.9893617021276596,0.9789473684210527,0.9841269841269841
1,minkowski1,Majority_class,Relief,6.406147480010986,0.7142857142857143,0.7040816326530612,0.7340425531914894,0.71875,0.7252747252747253,0.6947368421052632,0.7096774193548387
3,minkowski1,Majority_class,Relief,6.433350563049316,0.7354497354497355,0.7558139534883721,0.6914893617021277,0.7222222222222222,0.7184466019417476,0.7789473684210526,0.7474747474747475
5,minkowski1,Majority_class,Relief,6.6838202476501465,0.7354497354497355,0.7340425531914894,0.7340425531914894,0.7340425531914894,0.7368421052631579,0.7368421052631579,0.7368421052631579
7,minkowski1,Majority_class,Relief,6.960988521575928,0.746031746031746,0.75,0.7340425531914894,0.7419354838709677,0.7422680412371134,0.7578947368421053,0.75
1,minkowski1,Majority_class,ANOVA,2.144162893295288,0.7142857142857143,0.7040816326530612,0.7340425531914894,0.71875,0.7252747252747253,0.6947368421052632,0.7096774193548387
3,minkowski1,Majority_class,ANOVA,1.9583323001861572,0.7354497354497355,0.7558139534883721,0.6914893617021277,0.7222222222222222,0.7184466019417476,0.7789473684210526,0.7474747474747475
5,minkowski1,Majority_class,ANOVA,1.9553754329681396,0.7354497354497355,0.7340425531914894,0.7340425531914894,0.7340425531914894,0.7368421052631579,0.7368421052631579,0.7368421052631579
7,minkowski1,Majority_class,ANOVA,1.918097972869873,0.746031746031746,0.75,0.7340425531914894,0.7419354838709677,0.7422680412371134,0.7578947368421053,0.75
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,2.0192112922668457,0.9735449735449735,0.9587628865979382,0.9893617021276596,0.9738219895287958,0.9891304347826086,0.9578947368421052,0.9732620320855615
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.852717638015747,0.9788359788359788,0.96875,0.9893617021276596,0.9789473684210527,0.989247311827957,0.968421052631579,0.9787234042553191
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.8509621620178223,0.9788359788359788,0.96875,0.9893617021276596,0.9789473684210527,0.989247311827957,0.968421052631579,0.9787234042553191
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.9847922325134277,0.9894179894179894,0.9893617021276596,0.9893617021276596,0.9893617021276596,0.9894736842105263,0.9894736842105263,0.9894736842105263
1,minkowski1,Inverse_Distance_Weights,Relief,6.765456199645996,0.7142857142857143,0.7040816326530612,0.7340425531914894,0.71875,0.7252747252747253,0.6947368421052632,0.7096774193548387
3,minkowski1,Inverse_Distance_Weights,Relief,7.019183397293091,0.6984126984126984,0.6370370370370371,0.9148936170212766,0.7510917030567685,0.8518518518518519,0.4842105263157895,0.6174496644295302
5,minkowski1,Inverse_Distance_Weights,Relief,7.663660287857056,0.6984126984126984,0.6312056737588653,0.9468085106382979,0.7574468085106383,0.8958333333333334,0.45263157894736844,0.6013986013986014
7,minkowski1,Inverse_Distance_Weights,Relief,6.814639091491699,0.6984126984126984,0.6225165562913907,1.0,0.7673469387755102,1.0,0.4,0.5714285714285714
1,minkowski1,Inverse_Distance_Weights,ANOVA,1.934420108795166,0.7142857142857143,0.7040816326530612,0.7340425531914894,0.71875,0.7252747252747253,0.6947368421052632,0.7096774193548387
3,minkowski1,Inverse_Distance_Weights,ANOVA,1.9160025119781494,0.6984126984126984,0.6370370370370371,0.9148936170212766,0.7510917030567685,0.8518518518518519,0.4842105263157895,0.6174496644295302
5,minkowski1,Inverse_Distance_Weights,ANOVA,1.9330787658691406,0.6984126984126984,0.6312056737588653,0.9468085106382979,0.7574468085106383,0.8958333333333334,0.45263157894736844,0.6013986013986014
7,minkowski1,Inverse_Distance_Weights,ANOVA,1.8948147296905518,0.6984126984126984,0.6225165562913907,1.0,0.7673469387755102,1.0,0.4,0.5714285714285714
1,minkowski1,Sheppards_Work,Mutual_classifier,1.9750909805297852,0.9788359788359788,0.96875,0.9893617021276596,0.9789473684210527,0.989247311827957,0.968421052631579,0.9787234042553191
3,minkowski1,Sheppards_Work,Mutual_classifier,1.897073745727539,0.9841269841269841,0.9789473684210527,0.9893617021276596,0.9841269841269841,0.9893617021276596,0.9789473684210527,0.9841269841269841
5,minkowski1,Sheppards_Work,Mutual_classifier,1.99922776222229,0.9841269841269841,0.9789473684210527,0.9893617021276596,0.9841269841269841,0.9893617021276596,0.9789473684210527,0.9841269841269841
7,minkowski1,Sheppards_Work,Mutual_classifier,2.118497133255005,0.9788359788359788,0.96875,0.9893617021276596,0.9789473684210527,0.989247311827957,0.968421052631579,0.9787234042553191
1,minkowski1,Sheppards_Work,Relief,6.666128635406494,0.7142857142857143,0.7040816326530612,0.7340425531914894,0.71875,0.7252747252747253,0.6947368421052632,0.7096774193548387
3,minkowski1,Sheppards_Work,Relief,6.368006944656372,0.7354497354497355,0.7558139534883721,0.6914893617021277,0.7222222222222222,0.7184466019417476,0.7789473684210526,0.7474747474747475
