K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,6.249707221984863,0.9308510638297872,0.9587912087912088,0.9694444444444444,0.9640883977900553,0.08333333333333333,0.0625,0.07142857142857142
3,minkowski1,Majority_class,Mutual_classifier,7.805213689804077,0.9601063829787234,0.9624664879356568,0.9972222222222222,0.9795361527967258,0.6666666666666666,0.125,0.21052631578947367
5,minkowski1,Majority_class,Mutual_classifier,7.7114036083221436,0.9574468085106383,0.9598930481283422,0.9972222222222222,0.9782016348773842,0.5,0.0625,0.1111111111111111
7,minkowski1,Majority_class,Mutual_classifier,7.294365406036377,0.9601063829787234,0.9624664879356568,0.9972222222222222,0.9795361527967258,0.6666666666666666,0.125,0.21052631578947367
1,minkowski1,Majority_class,Relief,10.884826898574829,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
3,minkowski1,Majority_class,Relief,10.92240595817566,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
5,minkowski1,Majority_class,Relief,10.899719953536987,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
7,minkowski1,Majority_class,Relief,11.187658309936523,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
1,minkowski1,Majority_class,ANOVA,7.073488712310791,0.9441489361702128,0.9643835616438357,0.9777777777777777,0.9710344827586207,0.2727272727272727,0.1875,0.2222222222222222
3,minkowski1,Majority_class,ANOVA,6.751251935958862,0.9521276595744681,0.9646739130434783,0.9861111111111112,0.9752747252747253,0.375,0.1875,0.25
5,minkowski1,Majority_class,ANOVA,6.7677154541015625,0.9601063829787234,0.9649595687331537,0.9944444444444445,0.9794801641586868,0.6,0.1875,0.2857142857142857
7,minkowski1,Majority_class,ANOVA,6.771668910980225,0.9627659574468085,0.9650537634408602,0.9972222222222222,0.9808743169398907,0.75,0.1875,0.3
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.673438549041748,0.9388297872340425,0.9591280653950953,0.9777777777777777,0.9683631361760661,0.1111111111111111,0.0625,0.08
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.501709938049316,0.9547872340425532,0.9622641509433962,0.9916666666666667,0.9767441860465116,0.4,0.125,0.19047619047619047
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.375110149383545,0.9547872340425532,0.9597855227882037,0.9944444444444445,0.9768076398362893,0.3333333333333333,0.0625,0.10526315789473684
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.413024663925171,0.9627659574468085,0.9650537634408602,0.9972222222222222,0.9808743169398907,0.75,0.1875,0.3
1,minkowski1,Inverse_Distance_Weights,Relief,10.912465810775757,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
3,minkowski1,Inverse_Distance_Weights,Relief,11.277253866195679,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
5,minkowski1,Inverse_Distance_Weights,Relief,11.033982276916504,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
7,minkowski1,Inverse_Distance_Weights,Relief,10.936498165130615,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
1,minkowski1,Inverse_Distance_Weights,ANOVA,6.819101095199585,0.9441489361702128,0.9643835616438357,0.9777777777777777,0.9710344827586207,0.2727272727272727,0.1875,0.2222222222222222
3,minkowski1,Inverse_Distance_Weights,ANOVA,6.700699806213379,0.9547872340425532,0.964769647696477,0.9888888888888889,0.9766803840877915,0.42857142857142855,0.1875,0.2608695652173913
5,minkowski1,Inverse_Distance_Weights,ANOVA,6.720839977264404,0.9574468085106383,0.9648648648648649,0.9916666666666667,0.9780821917808219,0.5,0.1875,0.2727272727272727
7,minkowski1,Inverse_Distance_Weights,ANOVA,6.707635879516602,0.9627659574468085,0.9650537634408602,0.9972222222222222,0.9808743169398907,0.75,0.1875,0.3
1,minkowski1,Sheppards_Work,Mutual_classifier,7.2861199378967285,0.9335106382978723,0.958904109589041,0.9722222222222222,0.9655172413793104,0.09090909090909091,0.0625,0.07407407407407407
3,minkowski1,Sheppards_Work,Mutual_classifier,7.253521919250488,0.9468085106382979,0.9619565217391305,0.9833333333333333,0.9725274725274725,0.25,0.125,0.16666666666666666
5,minkowski1,Sheppards_Work,Mutual_classifier,11.658795356750488,0.9574468085106383,0.9598930481283422,0.9972222222222222,0.9782016348773842,0.5,0.0625,0.1111111111111111
7,minkowski1,Sheppards_Work,Mutual_classifier,12.115994453430176,0.9574468085106383,0.9598930481283422,0.9972222222222222,0.9782016348773842,0.5,0.0625,0.1111111111111111
1,minkowski1,Sheppards_Work,Relief,15.208659887313843,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
3,minkowski1,Sheppards_Work,Relief,15.216991424560547,0.9574468085106383,0.9574468085106383,1.0,0.9782608695652174,0.0,0.0,0.0
