K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,7.317094802856445,0.9257294429708223,0.9667590027700831,0.9561643835616438,0.9614325068870524,0.0,0.0,0.0
3,minkowski1,Majority_class,Mutual_classifier,7.343390226364136,0.9602122015915119,0.9679144385026738,0.9917808219178083,0.979702300405954,0.0,0.0,0.0
5,minkowski1,Majority_class,Mutual_classifier,7.380128860473633,0.9655172413793104,0.9680851063829787,0.9972602739726028,0.9824561403508771,0.0,0.0,0.0
7,minkowski1,Majority_class,Mutual_classifier,7.376055955886841,0.9628647214854111,0.968,0.9945205479452055,0.981081081081081,0.0,0.0,0.0
1,minkowski1,Majority_class,Relief,10.900567054748535,0.9681697612732095,0.9681697612732095,1.0,0.9838274932614556,0.0,0.0,0.0
3,minkowski1,Majority_class,Relief,10.848387002944946,0.9681697612732095,0.9681697612732095,1.0,0.9838274932614556,0.0,0.0,0.0
5,minkowski1,Majority_class,Relief,10.920522451400757,0.9681697612732095,0.9681697612732095,1.0,0.9838274932614556,0.0,0.0,0.0
7,minkowski1,Majority_class,Relief,11.015701293945312,0.9681697612732095,0.9681697612732095,1.0,0.9838274932614556,0.0,0.0,0.0
1,minkowski1,Majority_class,ANOVA,6.7031090259552,0.9389920424403183,0.9697802197802198,0.9671232876712329,0.9684499314128944,0.07692307692307693,0.08333333333333333,0.08
3,minkowski1,Majority_class,ANOVA,6.816521406173706,0.9655172413793104,0.9680851063829787,0.9972602739726028,0.9824561403508771,0.0,0.0,0.0
5,minkowski1,Majority_class,ANOVA,6.755548477172852,0.9655172413793104,0.9680851063829787,0.9972602739726028,0.9824561403508771,0.0,0.0,0.0
7,minkowski1,Majority_class,ANOVA,6.798214912414551,0.9655172413793104,0.9680851063829787,0.9972602739726028,0.9824561403508771,0.0,0.0,0.0
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.333400011062622,0.9204244031830239,0.9665738161559888,0.9506849315068493,0.9585635359116023,0.0,0.0,0.0
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.3986828327178955,0.9602122015915119,0.9679144385026738,0.9917808219178083,0.979702300405954,0.0,0.0,0.0
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.367086410522461,0.9602122015915119,0.9679144385026738,0.9917808219178083,0.979702300405954,0.0,0.0,0.0
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,7.463083744049072,0.9549071618037135,0.967741935483871,0.9863013698630136,0.9769335142469471,0.0,0.0,0.0
1,minkowski1,Inverse_Distance_Weights,Relief,11.377693176269531,0.9681697612732095,0.9681697612732095,1.0,0.9838274932614556,0.0,0.0,0.0
3,minkowski1,Inverse_Distance_Weights,Relief,11.161488771438599,0.9681697612732095,0.9681697612732095,1.0,0.9838274932614556,0.0,0.0,0.0
