K,Distance,Voting scheme,Weight scheme,Solving Time,Accuracy,Precision_Class_0,Recall_Class_0,F1_Class_0,Precision_Class_1,Recall_Class_1,F1_Class_1
1,minkowski1,Majority_class,Mutual_classifier,1.951594352722168,0.9414893617021277,0.9278350515463918,0.9574468085106383,0.9424083769633508,0.9560439560439561,0.925531914893617,0.9405405405405406
3,minkowski1,Majority_class,Mutual_classifier,1.9497501850128174,0.9521276595744681,0.9381443298969072,0.9680851063829787,0.9528795811518325,0.967032967032967,0.9361702127659575,0.9513513513513514
5,minkowski1,Majority_class,Mutual_classifier,1.8355581760406494,0.9521276595744681,0.9292929292929293,0.9787234042553191,0.9533678756476683,0.9775280898876404,0.925531914893617,0.9508196721311475
7,minkowski1,Majority_class,Mutual_classifier,1.8163745403289795,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.9574468085106383
1,minkowski1,Majority_class,Relief,9.85778546333313,0.7287234042553191,0.7216494845360825,0.7446808510638298,0.7329842931937173,0.7362637362637363,0.7127659574468085,0.7243243243243244
3,minkowski1,Majority_class,Relief,6.670191287994385,0.7287234042553191,0.7311827956989247,0.723404255319149,0.7272727272727273,0.7263157894736842,0.7340425531914894,0.7301587301587301
5,minkowski1,Majority_class,Relief,6.189642667770386,0.6968085106382979,0.6831683168316832,0.7340425531914894,0.7076923076923077,0.7126436781609196,0.6595744680851063,0.6850828729281768
7,minkowski1,Majority_class,Relief,6.104795932769775,0.7127659574468085,0.6886792452830188,0.776595744680851,0.73,0.7439024390243902,0.648936170212766,0.6931818181818182
1,minkowski1,Majority_class,ANOVA,1.6865267753601074,0.7287234042553191,0.7216494845360825,0.7446808510638298,0.7329842931937173,0.7362637362637363,0.7127659574468085,0.7243243243243244
3,minkowski1,Majority_class,ANOVA,1.7004144191741943,0.7287234042553191,0.7311827956989247,0.723404255319149,0.7272727272727273,0.7263157894736842,0.7340425531914894,0.7301587301587301
5,minkowski1,Majority_class,ANOVA,1.7357957363128662,0.6968085106382979,0.6831683168316832,0.7340425531914894,0.7076923076923077,0.7126436781609196,0.6595744680851063,0.6850828729281768
7,minkowski1,Majority_class,ANOVA,1.7065162658691406,0.7127659574468085,0.6886792452830188,0.776595744680851,0.73,0.7439024390243902,0.648936170212766,0.6931818181818182
1,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.7150750160217285,0.9414893617021277,0.9278350515463918,0.9574468085106383,0.9424083769633508,0.9560439560439561,0.925531914893617,0.9405405405405406
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.6895349025726318,0.9468085106382979,0.9285714285714286,0.9680851063829787,0.9479166666666666,0.9666666666666667,0.925531914893617,0.9456521739130435
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.7681727409362793,0.9680851063829787,0.9489795918367347,0.9893617021276596,0.96875,0.9888888888888889,0.9468085106382979,0.967391304347826
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,1.740666389465332,0.9627659574468085,0.9578947368421052,0.9680851063829787,0.9629629629629629,0.967741935483871,0.9574468085106383,0.9625668449197861
1,minkowski1,Inverse_Distance_Weights,Relief,6.157922983169556,0.7287234042553191,0.7216494845360825,0.7446808510638298,0.7329842931937173,0.7362637362637363,0.7127659574468085,0.7243243243243244
3,minkowski1,Inverse_Distance_Weights,Relief,6.0988123416900635,0.7074468085106383,0.6423357664233577,0.9361702127659575,0.7619047619047619,0.8823529411764706,0.4787234042553192,0.6206896551724138
5,minkowski1,Inverse_Distance_Weights,Relief,6.269149303436279,0.723404255319149,0.6458333333333334,0.9893617021276596,0.7815126050420168,0.9772727272727273,0.4574468085106383,0.6231884057971014
